Record Length,2.500000e+03,,  -0.000001200000,   1.95200,
Sample Interval,1.000000e-08,,  -0.000001190000,   1.95280,
Trigger Point,1.200000000000e+02,,  -0.000001180000,   1.95280,
,,,  -0.000001170000,   1.95200,
,,,  -0.000001160000,   1.95200,
,,,  -0.000001150000,   1.95280,
Source,CH1,,  -0.000001140000,   1.95280,
Vertical Units,V,,  -0.000001130000,   1.95280,
Vertical Scale,2.000000e-02,,  -0.000001120000,   1.95200,
Vertical Offset,-1.944800e+00,,  -0.000001110000,   1.95200,
Horizontal Units,s,,  -0.000001100000,   1.95200,
Horizontal Scale,2.500000e-06,,  -0.000001090000,   1.95280,
Pt Fmt,Y,,  -0.000001080000,   1.95280,
Yzero,0.000000e+00,,  -0.000001070000,   1.95200,
Probe Atten,1.000000e+01,,  -0.000001060000,   1.95280,
Model Number,TDS1002B,,  -0.000001050000,   1.95280,
Serial Number,C052304,,  -0.000001040000,   1.95280,
Firmware Version,FV:v22.01,,  -0.000001030000,   1.95200,
,,,-00.000001020000,   1.95200,
,,,-00.000001010000,   1.95200,
,,,-00.000001000000,   1.95200,
,,,-00.000000990000,   1.95200,
,,,-00.000000980000,   1.95200,
,,,-00.000000970000,   1.95280,
,,,-00.000000960000,   1.95280,
,,,-00.000000950000,   1.95280,
,,,-00.000000940000,   1.95280,
,,,-00.000000930000,   1.95200,
,,,-00.000000920000,   1.95280,
,,,-00.000000910000,   1.95280,
,,,-00.000000900000,   1.95280,
,,,-00.000000890000,   1.95200,
,,,-00.000000880000,   1.95280,
,,,-00.000000870000,   1.95280,
,,,-00.000000860000,   1.95200,
,,,-00.000000850000,   1.95120,
,,,-00.000000840000,   1.95200,
,,,-00.000000830000,   1.95280,
,,,-00.000000820000,   1.95280,
,,,-00.000000810000,   1.95280,
,,,-00.000000800000,   1.95280,
,,,-00.000000790000,   1.95280,
,,,-00.000000780000,   1.95200,
,,,-00.000000770000,   1.95200,
,,,-00.000000760000,   1.95280,
,,,-00.000000750000,   1.95200,
,,,-00.000000740000,   1.95280,
,,,-00.000000730000,   1.95280,
,,,-00.000000720000,   1.95200,
,,,-00.000000710000,   1.95200,
,,,-00.000000700000,   1.95200,
,,,-00.000000690000,   1.95200,
,,,-00.000000680000,   1.95200,
,,,-00.000000670000,   1.95280,
,,,-00.000000660000,   1.95280,
,,,-00.000000650000,   1.95280,
,,,-00.000000640000,   1.95200,
,,,-00.000000630000,   1.95200,
,,,-00.000000620000,   1.95200,
,,,-00.000000610000,   1.95200,
,,,-00.000000600000,   1.95200,
,,,-00.000000590000,   1.95200,
,,,-00.000000580000,   1.95200,
,,,-00.000000570000,   1.95200,
,,,-00.000000560000,   1.95200,
,,,-00.000000550000,   1.95280,
,,,-00.000000540000,   1.95280,
,,,-00.000000530000,   1.95280,
,,,-00.000000520000,   1.95280,
,,,-00.000000510000,   1.95200,
,,,-00.000000500000,   1.95200,
,,,-00.000000490000,   1.95200,
,,,-00.000000480000,   1.95200,
,,,-00.000000470000,   1.95200,
,,,-00.000000460000,   1.95200,
,,,-00.000000450000,   1.95200,
,,,-00.000000440000,   1.95200,
,,,-00.000000430000,   1.95280,
,,,-00.000000420000,   1.95200,
,,,-00.000000410000,   1.95280,
,,,-00.000000400000,   1.95200,
,,,-00.000000390000,   1.95200,
,,,-00.000000380000,   1.95200,
,,,-00.000000370000,   1.95200,
,,,-00.000000360000,   1.95200,
,,,-00.000000350000,   1.95280,
,,,-00.000000340000,   1.95280,
,,,-00.000000330000,   1.95200,
,,,-00.000000320000,   1.95200,
,,,-00.000000310000,   1.95200,
,,,-00.000000300000,   1.95200,
,,,-00.000000290000,   1.95200,
,,,-00.000000280000,   1.95200,
,,,-00.000000270000,   1.95280,
,,,-00.000000260000,   1.95280,
,,,-00.000000250000,   1.95280,
,,,-00.000000240000,   1.95280,
,,,-00.000000230000,   1.95280,
,,,-00.000000220000,   1.95280,
,,,-00.000000210000,   1.95120,
,,,-00.000000200000,   1.95120,
,,,-00.000000190000,   1.95200,
,,,-00.000000180000,   1.95200,
,,,-00.000000170000,   1.95280,
,,,-00.000000160000,   1.95280,
,,,-00.000000150000,   1.95280,
,,,-00.000000140000,   1.95280,
,,,-00.000000130000,   1.95200,
,,,-00.000000120000,   1.95200,
,,,-00.000000110000,   1.95280,
,,,-00.000000100000,   1.95280,
,,,-00.000000090000,   1.95200,
,,,-00.000000080000,   1.95200,
,,,-00.000000070000,   1.95200,
,,,-00.000000060000,   1.95200,
,,,-00.000000050000,   1.95280,
,,,-00.000000040000,   1.95280,
,,,-00.000000030000,   1.95120,
,,,-00.000000020000,   1.95200,
,,,-00.000000010000,   1.95440,
,,,-00.000000000000,   1.95280,
,,,00.000000010000,   1.95040,
,,,00.000000020000,   1.95280,
,,,00.000000030000,   1.95360,
,,,00.000000040000,   1.94960,
,,,00.000000050000,   1.93600,
