Vernier Format 2
Bandlücke-Si_Fehler.cmbl 07.09.2016 12:08:56 ,
Latest
Time	Potential	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

77,5	-39,415316718	0,628816	3,61294	-1048,7554776	-1,1814002658
78	-39,415316718	0,702076	3,63126	-1048,7554776	-1,1814002658
78,5	-39,415316718	0,64591	3,62515	-1048,7554776	-1,1814002658
79	-39,350113696	0,6337	3,61172	-1047,30261014	-1,18303915985
79,5	-39,415316718	0,630037	3,60684	-1048,7554776	-1,1814002658
80	-39,350113696	0,648352	3,62393	-1047,30261014	-1,18303915985
80,5	-39,415316718	0,617827	3,63004	-1048,7554776	-1,1814002658
81	-39,350113696	0,626374	3,61905	-1047,30261014	-1,18303915985
81,5	-39,415316718	0,650794	3,60684	-1048,7554776	-1,1814002658
82	-39,350113696	0,652015	3,61783	-1047,30261014	-1,18303915985
82,5	-39,415316718	0,625153	3,6044	-1048,7554776	-1,1814002658
83	-39,350113696	0,581197	3,62271	-1047,30261014	-1,18303915985
83,5	-39,415316718	0,626374	3,62759	-1048,7554776	-1,1814002658
84	-39,350113696	0,683761	3,64713	-1047,30261014	-1,18303915985
84,5	-39,415316718	0,673993	3,63736	-1048,7554776	-1,1814002658
85	-39,415316718	0,612943	3,62637	-1048,7554776	-1,1814002658
85,5	-39,415316718	0,628816	3,62393	-1048,7554776	-1,1814002658
86	-39,415316718	0,648352	3,6398	-1048,7554776	-1,1814002658
86,5	-39,415316718	0,59707	3,62393	-1048,7554776	-1,1814002658
87	-39,350113696	0,631258	3,61905	-1047,30261014	-1,18303915985
87,5	-39,415316718	0,659341	3,58608	-1048,7554776	-1,1814002658
88	-39,350113696	0,67033	3,6105	-1047,30261014	-1,18303915985
88,5	-39,415316718	0,661783	3,60684	-1048,7554776	-1,1814002658
89	-39,350113696	0,661783	3,63858	-1047,30261014	-1,18303915985
89,5	-39,415316718	0,64591	3,64957	-1048,7554776	-1,1814002658
90	-39,350113696	0,630037	3,63492	-1047,30261014	-1,18303915985
90,5	-39,415316718	0,660562	3,62882	-1048,7554776	-1,1814002658
91	-39,415316718	0,614164	3,63248	-1048,7554776	-1,1814002658
91,5	-39,415316718	0,632479	3,62882	-1048,7554776	-1,1814002658
92	-39,350113696	0,656899	3,64347	-1047,30261014	-1,18303915985
92,5	-39,415316718	0,611722	3,61905	-1048,7554776	-1,1814002658
93	-39,350113696	0,610501	3,61294	-1047,30261014	-1,18303915985
93,5	-39,415316718	0,619048	3,61661	-1048,7554776	-1,1814002658
94	-39,415316718	0,663004	3,63248	-1048,7554776	-1,1814002658
94,5	-39,415316718	0,666667	3,62393	-1048,7554776	-1,1814002658
95	-39,350113696	0,669109	3,66667	-1047,30261014	-1,18303915985
95,5	-39,415316718	0,652015	3,6569	-1048,7554776	-1,1814002658
96	-39,415316718	0,687424	3,63492	-1048,7554776	-1,1814002658
96,5	-39,415316718	0,695971	3,64957	-1048,7554776	-1,1814002658
97	-39,415316718	0,638584	3,64713	-1048,7554776	-1,1814002658
97,5	-39,415316718	0,654457	3,63126	-1048,7554776	-1,1814002658
98	-39,415316718	0,615385	3,61416	-1048,7554776	-1,1814002658
98,5	-39,415316718	0,642247	3,59707	-1048,7554776	-1,1814002658
99	-39,350113696	0,669109	3,61172	-1047,30261014	-1,18303915985
99,5	-39,415316718	0,648352	3,65079	-1048,7554776	-1,1814002658
100	-39,415316718	0,617827	3,62637	-1048,7554776	-1,1814002658
100,5	-39,415316718	0,636142	3,62515	-1048,7554776	-1,1814002658
101	-39,350113696	0,660562	3,6337	-1047,30261014	-1,18303915985
101,5	-39,415316718	0,671551	3,67277	-1048,7554776	-1,1814002658
102	-39,415316718	0,667888	3,663	-1048,7554776	-1,1814002658
