Vernier Format 2
Bandlücke-Ge_Lampenleistung.cmbl 07.09.2016 14:27:13 ,
Latest
Time	Potential	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

36,5	-43,852199407	0,554335	0,023199	-2290,03606036	-0,541039515248
37	-43,591387319	0,551893	0,00854701	-2279,16180538	-0,54362090356
37,5	-43,069228692	0,568987	0,021978	-2257,24931811	-0,548898161165
38	-42,742679131	0,590965	0,029304	-2243,45020524	-0,552274348281
38,5	-42,221054955	0,588523	0,025641	-2221,25676997	-0,55779233484
39	-41,959708416	0,555556	0,02442	-2210,06796935	-0,560616242207
39,5	-41,698896328	0,531136	0,025641	-2198,85620796	-0,563474771799
40	-41,176737701	0,577534	0,018315	-2176,2730238	-0,569321949247
40,5	-40,915925613	0,590965	0,017094	-2164,92518387	-0,572306151377
41	-40,328563964	0,594628	0,00732601	-2139,20538151	-0,579187024636
41,5	-40,132420447	0,59707	0,021978	-2130,56630642	-0,581535527087
42	-39,545058798	0,592186	0,031746	-2104,54722785	-0,58872520588
42,5	-39,28424671	0,638584	0,025641	-2092,92264445	-0,591995123798
43	-39,023434622	0,654457	0,021978	-2081,25469373	-0,595313972737
43,5	-38,501275995	0,590965	0,01221	-2057,76552846	-0,602109415706
44	-38,174726434	0,634921	0,018315	-2042,9887989	-0,606464411683
44,5	-37,653102258	0,642247	0,015873	-2019,24725818	-0,613594989411
45	-37,391755719	0,656899	0,017094	-2007,28910657	-0,617250398035
45,5	-37,130943631	0,681319	0,032967	-1995,31377356	-0,620954967795
46	-36,608785004	0,661783	0,020757	-1971,21457163	-0,628546489981
46,5	-36,347972916	0,714286	0,021978	-1959,1158687	-0,632428137506
47	-35,825814289	0,764347	0,00732601	-1934,77193069	-0,640385556741
47,5	-35,56446775	0,820513	0,021978	-1922,52703556	-0,644464279088
48	-34,977106101	0,837607	0,028083	-1894,86174138	-0,653873563933
48,5	-34,781497035	0,81685	0,014652	-1885,60402254	-0,657083876142
49	-34,194135386	0,842491	0,00976801	-1857,67392926	-0,666963120106
49,5	-33,99852632	0,887668	0,019536	-1848,32889048	-0,670335245195
50	-33,671976759	0,937729	0,017094	-1832,68034568	-0,676058977181
50,5	-33,150352583	0,929182	0,017094	-1807,5603669	-0,685454285615
51	-32,889006044	0,969475	0,01221	-1794,91817432	-0,690282163125
51,5	-32,366847417	0,96337	0,00732601	-1769,54806106	-0,700178778564
52	-32,106035329	1,01465	0,020757	-1756,82081865	-0,705251205384
52,5	-31,845223241	1,0757	0,014652	-1744,05717328	-0,710412490476
53	-31,257861592	1,03053	0,028083	-1715,18088646	-0,722372788656
53,5	-30,996515053	1,07326	0,018315	-1702,2742591	-0,727849812319
54	-30,735702965	1,07204	0,014652	-1689,35871662	-0,733414394357
54,5	-30,213544338	1,13431	0,019536	-1663,39624004	-0,744861609142
55	-29,887529228	1,15751	0,013431	-1647,1161082	-0,752223837672
55,5	-29,430573623	1,19048	0,021978	-1624,20759719	-0,762833520878
56	-29,104024062	1,221	0,031746	-1607,77334165	-0,770631013651
56,5	-28,647602908	1,21734	0,017094	-1584,71564865	-0,781843733959
57	-28,321053347	1,23932	0,013431	-1568,15707104	-0,790099424912
57,5	-28,125444281	1,21368	0,01221	-1558,21375523	-0,795141228755
58	-27,538082632	1,2381	0,01221	-1528,24796165	-0,810732309867
58,5	-27,277270544	1,26984	0,026862	-1514,89027134	-0,817881019796
59	-26,755111917	1,30281	0,019536	-1488,05346615	-0,832631372584
59,5	-26,493765378	1,37851	0,020757	-1474,57478087	-0,840242228524
60	-26,167750268	1,41148	0,02442	-1457,71790496	-0,84995868939
60,5	-25,645591641	1,45055	0,018315	-1430,62116828	-0,866057365477
61	-25,384779553	1,40537	0,029304	-1417,04203041	-0,87435656347
61,5	-25,123433014	1,3138	0,013431	-1403,40561387	-0,882852389756
62	-24,601274387	1,23077	0,00732601	-1376,07350205	-0,900387950319
62,5	-24,340462299	1,1978	0,015873	-1362,37849242	-0,909438901811
63	-23,75310065	1,19658	0,029304	-1331,43371765	-0,930575802292
63,5	-23,492288562	1,16117	0,01221	-1317,64794562	-0,940311867153
64	-22,970129935	1,11477	0,00976801	-1289,9663907	-0,960490140618
64,5	-22,709317847	1,03053	0,019536	-1276,09951471	-0,970927412568
65	-22,18715922	0,965812	0,020757	-1248,25817451	-0,992583125268
65,5	-21,925812681	0,838828	0,019536	-1234,28418109	-1,00382069136
66	-21,338451032	0,660562	0,00732601	-1202,78514505	-1,0301091638
66,5	-21,077638944	0,450549	0,00732601	-1188,75758992	-1,04226463873
67	-20,816826856	0,299145	0,025641	-1174,70540262	-1,05473252889
67,5	-20,294668229	0,208791	0,023199	-1146,49937758	-1,08068091813
68	-20,03332169	0,159951	0,03663	-1132,34602683	-1,09418849949
68,5	-19,511697514	0,113553	0,023199	-1104,02706712	-1,12225509401
69	-19,185147953	0,107448	0,010989	-1086,25197961	-1,14061932522
69,5	-18,989538887	0,100122	0,015873	-1075,58744677	-1,15192865417
70	-18,402177238	0,0854701	0,037851	-1043,48987037	-1,18736178968
70,5	-18,206568172	0,0683761	0,023199	-1032,77590554	-1,19967942063
71	-17,619206523	0,0952381	0,029304	-1000,5328991	-1,23834008968
71,5	-17,357859984	0,0525031	0,010989	-986,152372074	-1,25639813389
72	-16,836235808	0,0879121	0,00976801	-957,389087593	-1,29414468585
72,5	-16,574889269	0,156288	0,018315	-942,947987223	-1,31396430852
73	-16,314077181	0,0683761	0,028083	-928,516859765	-1,33438610938
73,5	-15,791918554	0,0854701	0,034188	-899,567515592	-1,37732852568
74	-15,465368993	0,0891331	0,021978	-881,424939103	-1,40567840214
74,5	-15,008947839	0,0842491	0,00976801	-856,019058082	-1,44739768151
75	-14,682398278	0,0805861	0,02442	-837,808821957	-1,4788576672
75,5	-14,160239651	0,0732601	0,041514	-808,634022729	-1,53221354182
76	-13,899427563	0,0598291	0,02442	-794,036251793	-1,56038215787
76,5	-13,638615475	0,0842491	0,025641	-779,422027681	-1,58963944564
77	-13,051253826	0,0573871	0,015873	-746,451398805	-1,65985354436
77,5	-12,855110309	0,0561661	0,00976801	-735,423545392	-1,68474344854
78	-12,268283111	0,103785	0,020757	-702,379178316	-1,7640044555
78,5	-12,006936572	0,115995	0,020757	-687,638777935	-1,80181810532
79	-11,746124484	0,102564	0,035409	-672,914258194	-1,84124498019
79,5	-11,223965857	0,0976801	0,031746	-643,393450354	-1,92572678401
80	-10,963153769	0,0781441	0,010989	-628,627989829	-1,97095900922
80,5	-10,440995142	0,123321	0,025641	-599,027975021	-2,06835081443
81	-10,179648603	0,164835	0,029304	-584,193983155	-2,12087086777
81,5	-9,658024427	0,107448	0,019536	-554,550636776	-2,23424141608
82	-9,331474866	0,0830281	0,02442	-535,969623372	-2,31169817462
82,5	-9,070662778	0,113553	0,020757	-521,116606813	-2,37758686597
83	-8,548504151	0,0964591	0,029304	-491,34799692	-2,52163437679
83,5	-8,287157612	0,133089	0,02442	-476,432978651	-2,60057564341
84	-7,700330414	0,161172	0,01221	-442,907166883	-2,7974259453
84,5	-7,504186897	0,181929	0,018315	-431,690828756	-2,87010961889
85	-6,916825248	0,17094	0,029304	-398,073203513	-3,11249285072
85,5	-6,65601316	0,179487	0,023199	-383,13200982	-3,23387231619
86	-6,133854533	0,216117	0,00854701	-353,195458906	-3,50797262184
86,5	-5,873042445	0,238095	0,023199	-338,231363406	-3,66317300537
87	-5,611695906	0,267399	0,019536	-323,22957396	-3,83318885342
87,5	-5,09007173	0,312576	0,01221	-293,267555426	-4,22481102009
88	-4,763522169	0,382173	0,026862	-274,498065982	-4,51369300387
88,5	-4,306566564	0,509158	0,026862	-248,218236263	-4,99157523095
89	-3,980551454	0,814408	0,020757	-229,459136167	-5,39965425086
89,5	-3,458392827	4,66422	0,00732601	-199,398599201	-6,21368457435
90	-3,197580739	4,99756	0,014652	-184,377356988	-6,71991409486
90,5	-2,675422112	4,99756	0,025641	-154,292922839	-8,03018036864
91	-2,414075573	5	0,026862	-139,230341163	-8,89892238756
91,5	-1,892451397	4,99756	0,00732601	-109,158433706	-11,3504743329
92	-1,565901836	4,77656	0,00854701	-90,3279171699	-13,7166895775
92,5	-1,239886726	1,12698	0,010989	-71,5252925836	-17,32254361
93	-0,782931121	0,571429	0,010989	-45,1670337292	-27,4315113857
93,5	-0,522119033	0,368742	0,017094	-30,1213923796	-41,1335566558
94	3,95940000146E-005	0,252747	0,018315	0,00228423566523	542413,385299
94,5	0,261386133	0,310134	0,00854701	15,0796953104	82,1634638165
95	0,783010309	0,241758	0,019536	45,171601774	27,4287373337
95,5	1,044356848	0,23199	0,020757	60,2471350278	20,5652932613
96	1,370371958	0,172161	0,031746	79,0512215635	15,6733820869
96,5	1,827327563	0,140415	0,014652	105,403324152	11,7548474867
97	2,153877124	0,172161	0,021978	124,231050885	9,97335200153
97,5	2,6755013	0,167277	0,029304	154,29748633	8,0299428686
98	2,936847839	0,106227	0,023199	169,356856776	7,31591282212
98,5	3,459006466	0,131868	0,025641	199,433936448	6,21258358567
99	3,719818554	0,0927961	0,00854701	214,451036846	5,77754259538
99,5	4,241977181	0,102564	0,00854701	244,502344488	5,06743607139
100	4,567992291	0,133089	0,00854701	263,255048553	4,70646244701
100,5	4,82933883	0,100122	0,020757	278,281828001	4,45232090396
101	5,350963006	0,111111	0,010989	308,256306889	4,0193824824
101,5	5,612309545	0,0610501	0,021978	323,264806007	3,83277108109
102	6,199671194	0,117216	0,028083	356,970546074	3,47087459632
102,5	6,460483282	0,039072	0,013431	371,925427199	3,33131297134
103	6,917438887	0,0866911	0,018315	398,108347567	3,11221808729
103,5	7,243453997	0,0708181	0,035409	416,773179208	2,9728400526
104	7,765612624	0,0549451	0,028083	446,639142367	2,77405153841
104,5	8,026959163	0,0708181	0,017094	461,573633885	2,68429543857
105	8,548583339	0,0769231	0,018315	491,352514637	2,52161119174
105,5	8,809929878	0,0647131	0,026862	506,257306801	2,44737208403
106	9,070741966	0,02442	0,00732601	521,121118154	2,37756628323
106,5	9,658103615	0,046398	0,019536	554,555140496	2,23422327109
107	9,853712681	0,106227	0,031746	565,676911084	2,19029621984
107,5	10,375871308	0,03663	0,026862	595,332709474	2,08118919099
108	10,702420869	0,017094	0,00854701	613,853992545	2,01839527811
108,5	11,224045045	0,0720391	0,015873	643,397931447	1,92571337184
109	11,485391584	0,0720391	0,021978	658,180272029	1,88246298568
109,5	12,007550211	0,0854701	0,020757	687,673405121	1,80172737636
110	12,268362299	0,0549451	0,021978	702,383642458	1,76399324401
110,5	12,660114882	0,0976801	0,017094	724,451698104	1,71025894927
111	13,116536036	0,046398	0,031746	750,119852016	1,65173604814
111,5	13,312679553	0,0769231	0,026862	761,13601733	1,62782994339
112	13,900041202	0,030525	0,015873	794,070616875	1,56031462904
112,5	14,095650268	0,0903541	0,017094	805,020474876	1,53909128857
113	14,683011917	0,115995	0,032967	837,843067618	1,47879722097
113,5	14,943824005	0,178266	0,025641	852,389588461	1,45356069193
