Vernier Format 2
Bandlücke-Si.cmbl 07.09.2016 11:35:41 ,
Latest
Time	Potential	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

117	14,943784411	0,042735	0,135531	425,938025658	2,90887388625
117,5	15,465408587	0,0634921	0,135531	440,449195048	2,81303726725
118	15,791958148	0,0695971	0,168498	449,515039856	2,75630377217
118,5	16,052770236	0,0757021	0,159951	456,745371503	2,71267116714
119	16,574928863	0,0781441	0,135531	471,192259784	2,62949990003
119,5	16,835740951	0,0659341	0,13431	478,393730024	2,58991688695
120	17,4231026	0,025641	0,150183	494,57526802	2,50517985859
120,5	17,684449139	0,0610501	0,148962	501,758635405	2,4693147513
121	17,945261227	0,0976801	0,148962	508,916905416	2,43458212296
121,5	18,467419854	0,04884	0,142857	523,216275609	2,36804560133
122	18,728231942	0,025641	0,137973	530,342443444	2,33622636716
122,5	18,989578481	0,0512821	0,151404	537,472190987	2,30523554665
123	19,511737108	0,0793651	0,141636	551,683467553	2,24585305319
123,5	19,772549196	0,047619	0,14652	558,764747794	2,21739113803
124	20,359910845	0,039072	0,135531	574,669517492	2,15602178694
124,5	20,555519911	0,0512821	0,147741	579,952960472	2,13638016261
125	20,882069472	0,0561661	0,140415	588,758042314	2,10442985226
125,5	21,14288156	0,046398	0,135531	595,776855746	2,07963768322
126	21,665040187	0,00854701	0,133089	609,791621262	2,0318416272
126,5	21,925852275	0,021978	0,135531	616,772938204	2,00884300081
127	22,448010902	0,019536	0,135531	630,711327287	1,96444862554
127,5	22,70882299	0,042735	0,136752	637,653844044	1,94306050465
128	23,035372551	0,00854701	0,129426	646,327571555	1,9169845981
128,5	23,492328156	0,010989	0,137973	658,429804295	1,88174956832
129	23,818343266	0,0573871	0,144078	667,038592081	1,85746374304
129,5	24,340501893	0,01221	0,140415	680,781654363	1,81996678679
130	24,601313981	0,029304	0,137973	687,625049344	1,80185407903
130,5	24,86266052	0,043956	0,155067	694,468175515	1,78409903244
131	25,384819147	0,046398	0,242979	708,097018827	1,74976022643
131,5	25,645631235	0,0952381	0,412698	714,8825126	1,733151921
132	26,232992884	0,02442	0,617827	730,109320238	1,69700614094
132,5	26,42860195	0,00610501	0,813187	735,163352014	1,68533972294
133	26,755151511	0,015873	0,962149	743,58142553	1,66626001869
133,5	27,015963599	0,025641	1,05739	750,287526032	1,6513669187
134	27,538122226	0,039072	1,12454	763,666610227	1,62243573754
134,5	27,798934314	0,0549451	1,18315	770,325622598	1,60841073392
135	28,190686897	0,0769231	1,21612	780,297749416	1,58785540639
135,5	28,581905029	0,021978	1,25763	790,219868007	1,56791805694
136	28,90845459	0,025641	1,28205	798,47366438	1,55171053883
136,5	29,430613217	0,043956	1,32112	811,61762788	1,52658093841
137	29,691425305	0,029304	1,37973	818,157707604	1,51437795976
137,5	29,952771844	0,00976801	1,43834	824,694183897	1,50237509151
138	30,47439602	0,028083	1,49573	837,688967474	1,47906925853
138,5	30,735742559	0,037851	1,57387	844,173633135	1,46770753239
139	31,061757669	0,018315	1,64835	852,238252678	1,45381880725
139,5	31,518713274	0,0573871	1,72039	863,495440787	1,43486571147
140	31,845262835	0,0573871	1,81074	871,506443729	1,42167623535
140,5	32,366887011	0,0622711	1,90354	884,244236358	1,40119658015
141	32,62823355	0,037851	2,00122	890,59869094	1,39119899075
141,5	32,889045638	0,0634921	2,0989	896,921677868	1,3813915201
142	33,150392177	0,019536	2,20391	903,238979423	1,37172999419
142,5	33,672016353	0,0537241	2,3663	915,791428604	1,35292814641
143	33,998565914	0,04884	2,48962	923,611003757	1,34147384013
143,5	34,259378002	0,039072	2,62271	929,834887758	1,33249463567
144	34,781536629	0,013431	2,8022	942,237380674	1,31495526012
144,5	35,042348717	0,047619	3,00733	948,403038088	1,30640661221
145	35,303695256	0,032967	3,18315	954,561617711	1,29797802155
145,5	35,825853883	0,032967	3,36264	966,806575301	1,28153865691
146	36,086665971	0,0525031	3,58486	972,892780686	1,27352163013
146,5	36,347478059	0,0732601	3,80098	978,958826821	1,26563034732
147	36,934839708	0,0634921	3,98291	992,545388447	1,2483056336
147,5	37,196186247	0,0500611	4,11233	998,557281953	1,24079011029
148	37,456998335	0,0805861	4,28327	1004,53616904	1,23340506613
148,5	37,979156962	0,111111	4,3663	1016,44351963	1,2189560719
149	38,23996905	0,0732601	4,36752	1022,3595487	1,21190240906
149,5	38,696924655	0,153846	4,31868	1032,67357643	1,19979829859
150	39,088677238	0,228327	4,21123	1041,4636252	1,18967189062
150,5	39,349489326	0,263736	4,02198	1047,28869123	1,18305488293
151	39,610301414	0,302808	3,74603	1053,09205646	1,17653532034
151,5	40,132460041	0,368742	3,45543	1064,64498382	1,16376822211
152	40,39380658	0,47619	3,14164	1070,39421605	1,15751746546
152,5	40,654618668	0,516484	2,83639	1076,10948894	1,15136983061
153	41,176777295	0,494505	2,54212	1087,48461968	1,13932645812
153,5	41,437589383	0,564103	2,28205	1093,13259885	1,13343980529
154	41,764138944	0,610501	2,06349	1100,17219887	1,12618733801
154,5	42,286297571	0,643468	1,85958	1111,35429327	1,11485599822
155	42,547109659	0,678877	1,64347	1116,90510966	1,10931536554
155,5	42,807921747	0,659341	1,43468	1122,43278273	1,10385229215
156	43,330080374	0,697192	1,25763	1133,42944879	1,09314258714
156,5	43,656629935	0,666667	1,08547	1140,25879997	1,08659542907
157	44,113051089	0,692308	0,925519	1149,7421305	1,07763294667
157,5	44,374397628	0,708181	0,783883	1155,13947043	1,07259775266
158	44,700412738	0,705739	0,664225	1161,83864547	1,06641314165
158,5	45,222571365	0,689866	0,507937	1172,48984638	1,05672556894
159	45,483383453	0,693529	0,367521	1177,77358349	1,05198487839
159,5	45,744729992	0,656899	0,295482	1183,0436682	1,04729861906
160	46,266888619	0,705739	0,228327	1193,4992344	1,03812383309
160,5	46,527700707	0,653236	0,168498	1198,6845998	1,03363303425
161	46,788512795	0,661783	0,155067	1203,84512732	1,02920215556
161,5	47,375874444	0,678877	0,135531	1215,37538148	1,01943812494
162	47,637220983	0,616606	0,131868	1220,4647803	1,01518701727
162,5	47,898033071	0,600733	0,133089	1225,51845634	1,01100068595
163	48,354988676	0,639805	0,139194	1234,31146112	1,00379850551
163,5	48,681003786	0,619048	0,114774	1240,53687765	0,998761118934
164	48,942350325	0,626374	0,111111	1245,49842221	0,994782472548
164,5	49,464508952	0,59707	0,113553	1255,33365382	0,986988595604
165	49,790524062	0,554335	0,123321	1261,42156407	0,982225161907
165,5	49,986133128	0,570208	0,0964591	1265,05471942	0,979404274759
166	50,573494777	0,566545	0,0952381	1275,87533268	0,971098012684
166,5	50,834841316	0,554335	0,113553	1280,6469285	0,967479773252
167	51,095653404	0,542125	0,112332	1285,38220313	0,963915633022
167,5	51,617812031	0,531136	0,117216	1294,7823184	0,956917608772
168	51,878624119	0,528694	0,114774	1299,43734282	0,953489605979
168,5	52,139970658	0,472527	0,101343	1304,07489778	0,950098803455
169	52,661594834	0,466422	0,101343	1313,24982466	0,943461005465
169,5	52,988144395	0,529915	0,0976801	1318,93820323	0,939392002571
